datetime,city,state,country,shape,duration_seconds
2008-05-03 23:00:00,tulsa,ok,us,circle,15.0
2009-05-03 00:00:00,rockford,mi,us,cigar,30.0
2009-05-03 04:30:00,madras,or,us,flash,30.0
2009-05-03 13:32:00,grindelwald (switzerland),,,unknown,180.0
2009-05-03 20:51:00,pell city,al,us,unknown,1200.0
2009-05-03 20:55:00,honolulu,hi,us,sphere,5.0
2009-05-03 21:30:00,plymouth (uk/england),,gb,fireball,60.0
2009-05-03 22:00:00,marston moretaine (uk/england),,gb,circle,2.0
2010-05-03 00:00:00,savannah,tn,us,unknown,30.0
2010-05-03 09:15:00,whitman,ma,us,triangle,30.0
2010-05-03 15:30:00,mchenry,il,us,other,60.0
2010-05-03 15:45:00,mchenry,il,us,disk,30.0
2010-05-03 16:00:00,mchenry,il,us,,30.0
2010-05-03 21:00:00,louisville,ky,us,changing,1320.0
2010-05-03 21:17:00,omaha,ne,us,diamond,240.0
2010-05-03 21:30:00,knoxville,tn,us,unknown,180.0
2010-05-03 21:45:00,state college,pa,us,light,300.0
2011-05-03 05:20:00,tulsa,ok,us,light,2.0
2011-05-03 11:45:00,issaquah,wa,us,circle,7200.0
2011-05-03 12:30:00,houston,tx,us,unknown,3.0
2011-05-03 21:00:00,caret,va,us,light,30.0
2011-05-03 21:00:00,grants pass,or,us,oval,300.0
2011-05-03 21:00:00,redwood city,ca,us,sphere,300.0
2011-05-03 21:10:00,upland,ca,us,rectangle,20.0
2011-05-03 21:16:00,woodland hills,ca,us,unknown,60.0
2011-05-03 21:20:00,venice,ca,us,triangle,15.0
2011-05-03 21:30:00,davenport,ia,us,egg,600.0
2011-05-03 21:30:00,san jose,ca,us,light,60.0
2011-05-03 22:30:00,saint george,ut,us,fireball,360.0
2011-05-03 23:30:00,amery,wi,us,light,5.0
2012-05-03 00:30:00,bristol,pa,us,cylinder,28.0
2012-05-03 03:30:00,saint joseph,mi,us,rectangle,30.0
2012-05-03 16:00:00,las vegas,nv,us,fireball,600.0
2012-05-03 20:00:00,lakeview (near),or,us,other,120.0
2012-05-03 21:00:00,brownwood,tx,us,fireball,300.0
2012-05-03 21:00:00,everett,wa,us,triangle,300.0
2012-05-03 21:00:00,oxford,al,us,fireball,120.0
2012-05-03 21:08:00,boardman,oh,us,fireball,90.0
2012-05-03 21:45:00,mesquite,nv,us,triangle,60.0
2012-05-03 22:15:00,kernersville/colfax area,nc,,light,60.0
2013-05-03 00:00:00,santa maria,ca,us,teardrop,60.0
2013-05-03 01:05:00,seattle,wa,us,other,3.0
2013-05-03 02:30:00,venice,ca,us,fireball,12.0
2013-05-03 08:30:00,barre,vt,us,light,120.0
2013-05-03 08:45:00,richmond,va,us,fireball,1800.0
2013-05-03 13:30:00,west jordan,ut,us,triangle,15.0
2013-05-03 19:20:00,taunton,ma,us,unknown,240.0
2013-05-03 19:30:00,medford,ny,us,cylinder,300.0
2013-05-03 20:00:00,hiawatha/cedar rapids,ia,,triangle,18000.0
2013-05-03 21:00:00,exton,pa,us,light,300.0
2013-05-03 21:00:00,furlong,pa,us,sphere,1500.0
2013-05-03 21:00:00,riverton,ut,us,circle,1800.0
2013-05-03 21:00:00,riverton,ut,us,formation,1800.0
2013-05-03 21:00:00,simpsonville,ky,us,unknown,180.0
2013-05-03 21:15:00,huntington beach,ca,us,triangle,9.0
2013-05-03 21:23:00,fredericksburg,va,us,light,180.0
2013-05-03 21:45:00,burlington,wa,us,sphere,75.0
2013-05-03 21:45:00,san tan valley,az,,circle,1200.0
2013-05-03 22:05:00,elverson,pa,us,light,1200.0
2013-05-03 22:30:00,mission viejo,ca,us,sphere,180.0
2013-05-03 23:00:00,belchertown,ma,us,fireball,240.0
2014-05-03 04:10:00,fulton,ms,us,egg,5.0
2014-05-03 08:15:00,umatilla,or,us,circle,300.0
2014-05-03 18:00:00,crescent city,ca,us,unknown,300.0
2014-05-03 19:55:00,waikiki beach,hi,,light,60.0
2014-05-03 20:00:00,canton,oh,us,sphere,30.0
2014-05-03 20:45:00,york,sc,us,changing,180.0
2014-05-03 20:54:00,spring,tx,us,sphere,1800.0
2014-05-03 21:00:00,currie,nc,us,light,120.0
2014-05-03 21:00:00,grayson,ga,us,sphere,20.0
2014-05-03 21:00:00,hialeah,fl,us,light,120.0
2014-05-03 21:00:00,waxhaw,nc,us,circle,60.0
2014-05-03 21:05:00,lombard,il,us,circle,20.0
2014-05-03 21:30:00,atkinson,nh,us,sphere,300.0
2014-05-03 21:45:00,parkersburg,wv,us,light,300.0
2014-05-03 22:00:00,mount hope (canada),on,ca,teardrop,2700.0
2014-05-03 22:00:00,waxhaw,nc,us,circle,60.0
2014-05-03 22:02:00,henderson,nv,us,fireball,20.0
2014-05-03 22:15:00,hoshiarpur (india),,,fireball,5.0
2014-05-03 22:20:00,thomasville,nc,us,light,120.0
2014-05-03 22:30:00,huntersville,nc,us,sphere,10.0
2014-05-03 22:30:00,south tamworth,nh,us,oval,120.0
2014-05-03 22:30:00,travelers rest,sc,us,fireball,60.0
2014-05-03 23:10:00,buford,ga,us,unknown,300.0
2014-05-03 23:11:00,mckinney,tx,us,triangle,6.0
2014-05-03 23:30:00,glendale heights,il,us,formation,45.0
2014-05-03 00:00:00,milford,ct,us,circle,900.0
1961-05-04 01:00:00,south pacific island,,,unknown,7200.0
1966-05-04 22:30:00,southampton (uk/england),,gb,triangle,120.0
1986-05-04 12:30:00,fortuna,ca,,triangle,2.0
1990-05-04 12:20:00,malibu,ca,us,disk,10.0
1996-05-04 21:45:00,graford,tx,us,light,900.0
1996-05-04 23:15:00,fagle,id,,,1200.0
1997-05-04 22:20:00,newport beach,ca,us,triangle,2.0
1998-05-04 00:00:00,san diego,ca,us,disk,660.0
1998-05-04 00:45:00,memphis,tn,us,unknown,60.0
1998-05-04 06:00:00,moultrie,ga,us,changing,2700.0
1998-05-04 20:55:00,windsor (canada),on,ca,fireball,15.0
1999-05-04 17:45:00,richmond,va,us,disk,240.0
1999-05-04 19:52:00,margate,fl,us,fireball,30.0
2000-05-04 10:30:00,gig harbor,wa,us,sphere,300.0
2000-05-04 12:00:00,deweyville,tx,us,diamond,10.0
2000-05-04 17:00:00,fallbrook,ca,us,other,300.0
2000-05-04 20:15:00,kamloops (canada),bc,ca,triangle,300.0
2000-05-04 21:10:00,kansas city,mo,us,sphere,3000.0
2000-05-04 21:44:00,ferguson,mo,us,circle,11.0
2000-05-04 22:00:00,st. cloud,fl,us,circle,7200.0
2000-05-04 23:40:00,houston,tx,us,triangle,480.0
2001-05-04 21:10:00,indianola,ms,us,sphere,10.0
2001-05-04 22:00:00,richmond,va,us,other,120.0
2001-05-04 22:48:00,mountain view,ca,us,fireball,2.0
2002-05-04 00:50:00,bridgeport,vt,,circle,1.0
2002-05-04 03:00:00,oak glen,ca,us,light,120.0
2002-05-04 03:00:00,santa ynez,ca,us,fireball,30.0
2002-05-04 05:00:00,tucson,az,us,light,180.0
2002-05-04 15:30:00,apple valley,ca,us,other,40.0
2002-05-04 15:45:00,long island,ny,,egg,600.0
2002-05-04 16:00:00,smithtown,ny,us,circle,2.0
2002-05-04 18:00:00,albury (nsw&#44 australia),,au,light,300.0
2002-05-04 23:00:00,washington,mo,us,disk,180.0
2002-05-04 23:45:00,exmouth&#44 devonshire (uk/england),,,disk,1800.0
2003-05-04 00:30:00,aylmer (canada),pq,ca,light,30.0
2003-05-04 13:00:00,san saba,tx,us,formation,10.0
2003-05-04 14:00:00,framingham,ma,us,light,1200.0
2003-05-04 21:00:00,heber springs,ar,us,light,2.0
2003-05-04 22:15:00,holland,pa,us,unknown,180.0
2004-05-04 00:00:00,kirkkonummi (finland),,,unknown,2.0
2004-05-04 03:45:00,mcfall,mo,us,fireball,3.0
2004-05-04 04:15:00,lebanon,pa,us,other,300.0
2004-05-04 12:00:00,everett,wa,us,oval,2700.0
2004-05-04 14:23:00,granbury,tx,us,other,20.0
2004-05-04 20:55:00,denver,co,us,sphere,480.0
2004-05-04 21:30:00,delta (canada),bc,ca,diamond,60.0
2004-05-04 21:40:00,zebulon,ga,us,light,50.0
2004-05-04 22:00:00,ontario (eastern) (canada),on,,light,120.0
2005-05-04 21:00:00,centerville,ga,us,triangle,300.0
2005-05-04 21:35:00,beckville,tx,us,light,300.0
2005-05-04 22:00:00,milford (between cities),in,us,flash,5.0
2005-05-04 22:30:00,townsville (australia),,au,other,1500.0
2006-05-04 00:00:00,wausau/greenbay (on hwy. 29),wi,,egg,73800.0
2006-05-04 06:00:00,deerfield beach,fl,us,fireball,10.0
2006-05-04 16:00:00,glendale,az,us,sphere,120.0
2006-05-04 20:30:00,port charlotte,fl,us,light,120.0
2006-05-04 20:52:00,scottsdale,az,us,light,120.0
2006-05-04 21:10:00,san leandro,ca,us,circle,120.0
2006-05-04 21:25:00,buckeye,az,us,light,600.0
2006-05-04 22:10:00,el paso,tx,us,other,1200.0
2006-05-04 22:40:00,westminster,ca,us,fireball,40.0
2007-05-04 01:05:00,beaver dam/oromocto (canada),nb,,light,600.0
2007-05-04 10:00:00,derbyshire (uk/england),,gb,fireball,240.0
2007-05-04 17:33:00,estacion del frontera&#44 malaga (near) (spain),,,oval,1.0
2007-05-04 21:00:00,west chester,pa,us,fireball,10.0
2007-05-04 22:30:00,madera,ca,us,light,120.0
2007-05-04 22:30:00,syracuse,ny,us,light,3600.0
2007-05-04 23:30:00,middleboro,ma,us,sphere,900.0
2008-05-04 00:00:00,lake jackson,tx,us,other,5.0
2008-05-04 02:00:00,rickman,tn,us,circle,7200.0
2008-05-04 08:00:00,apache junction,az,us,light,37800.0
2008-05-04 09:30:00,levittown,ny,us,disk,180.0
2008-05-04 19:00:00,wallops island,va,,circle,300.0
2008-05-04 21:35:00,edinburgh (uk/scotland),,gb,light,30.0
2008-05-04 22:00:00,dallas,tx,us,diamond,30.0
2008-05-04 23:30:00,olathe,ks,us,sphere,30.0
2009-05-04 03:33:00,south st. louis,mo,,oval,60.0
2009-05-04 20:30:00,bridgewater,ma,us,formation,900.0
2009-05-04 23:00:00,new richmond,wi,us,disk,4500.0
2010-05-04 21:00:00,pierce,tx,us,light,5400.0
2010-05-04 21:08:00,san angelo,tx,us,unknown,45.0
2010-05-04 21:20:00,santa clarita,ca,us,formation,720.0
2010-05-04 21:25:00,ewa beach,hi,us,light,2.0
2010-05-04 21:30:00,wahiawa,hi,us,light,5.0
2010-05-04 21:55:00,telford,pa,us,light,120.0
2010-05-04 22:00:00,mifflinburg,pa,us,circle,25.0
2010-05-04 22:15:00,pollock pines,ca,us,sphere,2.0
2010-05-04 22:30:00,davie,fl,us,other,600.0
2010-05-04 23:40:00,saint cloud,mn,us,oval,5.0
2011-05-04 01:33:00,colorado springs,co,us,other,20.0
2011-05-04 09:00:00,albuquerque,nm,us,other,2102400.0
2011-05-04 17:30:00,naperville,il,us,changing,600.0
2011-05-04 21:00:00,oak island,nc,us,light,180.0
2011-05-04 21:30:00,bountiful,ut,us,circle,1500.0
2011-05-04 21:40:00,wirtz,va,us,circle,60.0
2011-05-04 22:10:00,prince george,va,us,light,180.0
2011-05-04 22:45:00,san francisco,ca,us,light,1200.0
2011-05-04 23:30:00,olive hill,ky,us,circle,120.0
2011-05-04 00:00:00,hershey,pa,us,,604800.0
2012-05-04 00:38:00,jamestown,nc,us,oval,120.0
2012-05-04 09:00:00,bernardsville,nj,us,unknown,1800.0
2012-05-04 15:00:00,centre,al,us,cylinder,900.0
2012-05-04 18:15:00,townsville&#44 queensland (australia),,,fireball,600.0
2012-05-04 20:30:00,east peoria,il,us,other,120.0
2012-05-04 20:45:00,bernardsville,nj,us,unknown,10800.0
2012-05-04 21:30:00,dartmouth (canada),ns,ca,other,1200.0
2012-05-04 22:25:00,santa fe,tx,us,circle,45.0
2012-05-04 22:35:00,cedar falls,ia,us,sphere,45.0
2012-05-04 22:35:00,orem,ut,us,circle,5.0
2012-05-04 23:28:00,south san francisco,ca,us,light,2.0
2012-05-04 00:00:00,mexico,ny,us,sphere,60.0
2013-05-04 00:13:00,marina del rey,ca,us,fireball,900.0
2013-05-04 02:00:00,idaho falls,id,us,chevron,3600.0
2013-05-04 02:45:00,bremerton,wa,us,unknown,1800.0
2013-05-04 03:00:00,reno,nv,us,oval,45.0
2013-05-04 03:18:00,hooksett,nh,us,fireball,10.0
2013-05-04 04:30:00,lyons,ks,us,circle,2700.0
2013-05-04 09:00:00,gladstone (australia),,au,light,300.0
2013-05-04 09:45:00,ithaca,ny,us,circle,900.0
2013-05-04 20:00:00,windham,me,,fireball,120.0
2013-05-04 20:30:00,florissant,mo,us,fireball,300.0
2013-05-04 20:30:00,manchester,nh,us,light,480.0
2013-05-04 20:45:00,furlong,pa,us,other,2400.0
2013-05-04 21:00:00,aloha,or,us,formation,180.0
2013-05-04 21:00:00,brunswick,oh,us,fireball,600.0
2013-05-04 21:00:00,mcelhattan,pa,us,sphere,300.0
2013-05-04 21:00:00,sacramento,ca,us,light,600.0
2013-05-04 21:00:00,sycamore,il,us,fireball,600.0
2013-05-04 21:10:00,aurora,or,us,triangle,120.0
2013-05-04 21:30:00,baldwinsville,ny,us,unknown,300.0
2013-05-04 21:30:00,joliet,il,us,fireball,2400.0
2013-05-04 21:30:00,williamsville,ny,us,oval,45.0
2013-05-04 21:35:00,austin,tx,us,triangle,10.0
2013-05-04 21:45:00,mangalore (india),,,disk,600.0
2013-05-04 21:53:00,newport,or,us,fireball,180.0
2013-05-04 22:00:00,eagle,id,us,rectangle,10.0
2013-05-04 22:00:00,greenwood,in,us,fireball,1800.0
2013-05-04 22:00:00,london (canada),on,ca,cylinder,45.0
2013-05-04 22:00:00,london (canada),on,ca,fireball,45.0
2013-05-04 22:00:00,montgomery,tx,us,circle,600.0
2013-05-04 22:00:00,o&#39fallon,il,us,flash,60.0
2013-05-04 22:00:00,portland,or,us,light,15.0
2013-05-04 22:30:00,boynton beach,fl,us,fireball,120.0
2013-05-04 22:30:00,grand rapids,mi,us,other,120.0
2013-05-04 23:00:00,huntington beach,ca,us,fireball,600.0
2013-05-04 23:00:00,laveen,az,us,formation,3600.0
2013-05-04 23:00:00,molega north (canada),ns,,fireball,60.0
2013-05-04 23:20:00,coos bay,or,us,unknown,120.0
2013-05-04 23:50:00,austin,tx,us,other,6.0
2013-05-04 23:50:00,big bay,mi,us,circle,60.0
2014-05-04 00:00:00,irving,tx,us,fireball,2.0
2014-05-04 04:00:00,clermont,fl,us,unknown,7200.0
2014-05-04 20:15:00,junction city,ky,us,triangle,30.0
2014-05-04 21:10:00,schwenksville,pa,us,other,180.0
2014-05-04 21:29:00,cherryville/north brook,nc,,triangle,300.0
2014-05-04 22:00:00,jackson,tn,us,circle,15.0
2014-05-04 22:50:00,rockford,tn,us,light,1800.0
2014-05-04 23:10:00,anaheim,ca,us,fireball,180.0
1958-05-05 20:00:00,palmer park,md,us,sphere,1200.0
1959-05-05 09:00:00,el sobrante,ca,us,circle,120.0
1964-05-05 01:00:00,rangely,co,us,unknown,900.0
1965-05-05 05:35:00,st. louis county,mo,us,cigar,600.0
1966-05-05 17:00:00,beltsville,md,us,sphere,120.0
1967-05-05 22:00:00,hallandale/hollywood,fl,,triangle,600.0
1970-05-05 19:00:00,new york city,ny,us,changing,300.0
1971-05-05 18:00:00,molson,wa,us,circle,2.0
1971-05-05 20:00:00,new martinsville,wv,us,light,600.0
1972-05-05 03:00:00,hico,tx,us,disk,5.0
1973-05-05 03:00:00,hampton,ar,us,fireball,30.0
1975-05-05 02:00:00,jacksonville,nc,us,sphere,240.0
1978-05-05 06:30:00,gardner,ma,us,oval,45.0
1978-05-05 13:00:00,pasadena,ca,us,cigar,120.0
1979-05-05 16:00:00,marlboro,nj,us,circle,4.0
1979-05-05 20:30:00,kerrville,tx,us,diamond,1200.0
1980-05-05 04:00:00,los angeles,ca,us,light,5.0
1980-05-05 18:00:00,livermore,ca,us,disk,300.0
1983-05-05 19:45:00,riverside,tx,us,circle,20.0
1984-05-05 12:00:00,proctorville,oh,us,disk,8.0
1984-05-05 22:00:00,cloquet,mn,us,other,6900.0
1987-05-05 12:00:00,zarafshan (uzbekistan),,,sphere,6900.0
1987-05-05 21:00:00,natick,ma,us,disk,10.0
1988-05-05 22:15:00,virginia beach,va,us,unknown,120.0
1989-05-05 17:00:00,sedona,az,us,other,60.0
1991-05-05 20:30:00,grants (southeast of),nm,us,light,120.0
1992-05-05 04:00:00,orlando,fl,us,,300.0
1992-05-05 22:00:00,malibu,ca,us,light,10.0
1993-05-05 09:00:00,geneva,oh,us,cigar,300.0
1993-05-05 20:00:00,parkal (india),,,disk,600.0
1994-05-05 02:00:00,phoenix,ny,us,unknown,300.0
1994-05-05 21:00:00,newport beach (near),ca,us,flash,5.0
1995-05-05 15:15:00,fremont,oh,us,cone,1500.0
1995-05-05 22:00:00,conifer,co,us,circle,10.0
1996-05-05 15:10:00,cortero,az,,,600.0
1996-05-05 20:00:00,new york city (bronx),ny,us,fireball,7.0
1996-05-05 20:25:00,san bruno,ca,us,,300.0
1996-05-05 21:45:00,san francisco,ca,us,,3.0
1997-05-05 01:00:00,norton,ks,us,triangle,3.0
1997-05-05 12:15:00,west chester (outside&#44 on rte. 202),pa,us,egg,10.0
1997-05-05 19:00:00,austin,tx,us,light,15.0
1997-05-05 19:00:00,bee caves,tx,,other,45.0
1997-05-05 19:45:00,turlock,ca,us,light,3.0
1997-05-05 20:00:00,kiriat-yam (israel),,,disk,120.0
1997-05-05 20:30:00,round rock/georgetown,tx,,rectangle,180.0
1999-05-05 02:00:00,orlando,fl,us,other,300.0
1999-05-05 03:00:00,boston,ma,us,light,300.0
1999-05-05 18:00:00,blytheville (s of; southbound i-55),ar,us,light,300.0
1999-05-05 21:30:00,littleton,co,us,chevron,14400.0
1999-05-05 21:45:00,walstonburg,nc,us,other,1800.0
1999-05-05 22:00:00,kaneohe,hi,us,sphere,3.0
1999-05-05 22:30:00,san jose,ca,us,light,30.0
1999-05-05 23:00:00,phoenix,az,us,light,30.0
2000-05-05 00:00:00,atlanta,ga,us,light,1200.0
2000-05-05 02:00:00,hailsham (east sussex) (uk/england),,gb,other,600.0
2000-05-05 19:30:00,onawa (near&#44 on i-29),ia,us,changing,15.0
2000-05-05 20:30:00,johnson county,ks,us,sphere,1800.0
2000-05-05 21:50:00,simpsonville,sc,us,light,1200.0
2000-05-05 23:45:00,sydney (nsw&#44 australia),,au,egg,600.0
2001-05-05 12:00:00,santa cruz,ca,us,disk,1200.0
2001-05-05 17:00:00,el cajon,ca,us,light,37800.0
2001-05-05 17:00:00,phelan,ca,us,fireball,1800.0
2001-05-05 19:45:00,st. louis,mo,us,diamond,300.0
2001-05-05 20:00:00,stockton,nj,us,oval,7.0
2001-05-05 23:10:00,coto de caza,ca,us,light,180.0
2002-05-05 01:00:00,laredo,tx,us,triangle,20.0
2002-05-05 01:20:00,sachse,tx,us,other,1200.0
2002-05-05 04:00:00,thonotosassa,fl,us,unknown,3600.0
2002-05-05 13:00:00,orlando,fl,us,disk,60.0
2002-05-05 15:45:00,seattle,wa,us,disk,1200.0
2002-05-05 16:00:00,core,wv,us,,600.0
2002-05-05 19:11:00,show low,az,us,cigar,120.0
2002-05-05 22:00:00,state college,pa,us,light,240.0
2003-05-05 01:00:00,pompano beach,fl,us,teardrop,600.0
2003-05-05 05:00:00,geneva,oh,us,sphere,1800.0
2003-05-05 21:00:00,marion,in,us,unknown,1200.0
2003-05-05 21:22:00,jacksonville,fl,us,formation,120.0
2003-05-05 23:20:00,milford haven (pembrokeshire) (uk/england),,gb,diamond,1200.0
2004-05-05 04:30:00,france (pyrenees mountains),,,fireball,4.0
2004-05-05 09:00:00,indianapolis,in,us,light,21600.0
2004-05-05 17:00:00,bellingham,wa,us,light,900.0
2004-05-05 19:00:00,laughlin,nv,us,other,180.0
2004-05-05 19:00:00,safford,az,us,fireball,6.0
2004-05-05 20:30:00,santa fe,nm,us,oval,6.0
2004-05-05 21:00:00,denver metro,co,,cigar,2.0
2004-05-05 21:05:00,lochbuie,co,us,light,10.0
2004-05-05 21:30:00,portland,or,us,sphere,3.0
2004-05-05 22:00:00,stuart (fl turnpike mm 128),fl,us,light,720.0
2004-05-05 22:05:00,vancouver (canada),bc,ca,unknown,10.0
2004-05-05 22:30:00,beaver dam,wi,us,light,2700.0
2004-05-05 22:30:00,concrete,wa,us,sphere,2700.0
2004-05-05 23:30:00,l.as vegas,nv,us,teardrop,60.0
2005-05-05 05:50:00,burlington (canada),on,ca,changing,300.0
2005-05-05 09:00:00,horn lake,ms,us,cylinder,10.0
2005-05-05 11:45:00,ronkonkoma,ny,us,rectangle,300.0
2005-05-05 14:00:00,portage,mi,us,sphere,1800.0
2005-05-05 16:00:00,spokane,wa,us,fireball,1800.0
2005-05-05 17:00:00,hampshire (uk/england),,gb,disk,300.0
2005-05-05 17:30:00,greenville/port jervis,ny,,cigar,5.0
2005-05-05 20:00:00,rockport,ma,us,rectangle,60.0
2005-05-05 20:30:00,ansonia,ct,us,triangle,120.0
2005-05-05 21:00:00,louisville,ky,us,triangle,900.0
2005-05-05 22:00:00,margate,fl,us,light,60.0
2005-05-05 22:00:00,troy/rochester hills,mi,,triangle,30.0
2005-05-05 23:00:00,bristol,ct,us,triangle,210.0
2005-05-05 23:00:00,rustburg,va,us,unknown,300.0
2006-05-05 03:00:00,sertaozinho (brazil),,,circle,3600.0
2006-05-05 15:00:00,washington (uk/england),,gb,sphere,1200.0
2006-05-05 20:00:00,wauchula,fl,us,unknown,3600.0
2006-05-05 20:15:00,pomona,ca,us,light,300.0
2006-05-05 22:30:00,canberra (australia),,au,circle,900.0
2007-05-05 01:00:00,denton,ne,us,other,420.0
2007-05-05 01:48:00,richmond,in,us,cigar,40.0
2007-05-05 02:30:00,inverness (near) (uk/scotland),,gb,light,1200.0
2007-05-05 03:00:00,hendersonville,nc,us,light,5.0
2007-05-05 13:00:00,south kingstown,ri,,other,300.0
2007-05-05 13:17:00,pune (india),,,cigar,360.0
2007-05-05 13:30:00,riverhead,ny,us,circle,10.0
2007-05-05 16:00:00,new york city (central park),ny,us,circle,240.0
2007-05-05 20:25:00,kaneohe,hi,us,light,900.0
2007-05-05 21:00:00,beaverton,or,us,triangle,600.0
2007-05-05 22:39:00,toronto (canada),on,ca,,5.0
2008-05-05 00:22:00,norwich,ca,,light,1200.0
2008-05-05 01:00:00,melbourne (australia),,au,formation,5.0
2008-05-05 04:00:00,marietta,ga,us,circle,300.0
2008-05-05 05:00:00,medford,or,us,light,180.0
2008-05-05 05:03:00,ottawa (canada),on,ca,fireball,120.0
2008-05-05 05:07:00,calais,vt,,light,120.0
2008-05-05 10:30:00,baltimore,md,us,unknown,300.0
2008-05-05 15:00:00,rialto,ca,us,circle,3600.0
2008-05-05 18:55:00,canton,oh,us,sphere,900.0
2008-05-05 21:30:00,toccoa,ga,us,other,90.0
2008-05-05 21:45:00,colorado springs,co,us,light,5.0
2008-05-05 22:30:00,roxbury,vt,us,triangle,120.0
2008-05-05 23:00:00,west alton,mo,us,unknown,180.0
2008-05-05 23:10:00,everett,wa,us,light,60.0
2008-05-05 23:30:00,roswell,ga,us,light,600.0
2009-05-05 01:15:00,cloverdale,ca,us,other,45.0
2009-05-05 08:46:00,indianapolis,in,us,rectangle,180.0
2009-05-05 10:00:00,miami,fl,us,triangle,3000.0
2009-05-05 16:20:00,boston,ma,us,sphere,120.0
2009-05-05 19:15:00,birdsville (australia),,au,light,600.0
2009-05-05 20:50:00,johnsonville,sc,us,light,60.0
2009-05-05 21:00:00,deltona,fl,us,light,15.0
2009-05-05 22:00:00,pompano beach,fl,us,triangle,10800.0
2009-05-05 23:30:00,butte &amp; bozeman (between; enroute),mt,,unknown,2400.0
2010-05-05 05:00:00,bertram,tx,us,light,240.0
2010-05-05 06:00:00,allen,tx,us,light,720.0
2010-05-05 11:30:00,canal winchester,oh,us,rectangle,9.0
2010-05-05 14:00:00,edinburgh (uk/scotland),,gb,rectangle,60.0
2010-05-05 20:48:00,rolesville,nc,us,formation,300.0
2010-05-05 21:20:00,durham (west of),nc,us,light,1200.0
2010-05-05 21:30:00,palm springs,ca,us,other,30.0
2010-05-05 22:00:00,moultrie,ga,us,,7200.0
2011-05-05 00:00:00,myrtle beach,sc,us,formation,120.0
2011-05-05 01:03:00,rochester,ny,us,triangle,300.0
2011-05-05 09:15:00,lewiston,id,us,fireball,240.0
2011-05-05 15:00:00,port st. lucie,fl,,oval,900.0
2011-05-05 17:15:00,west chicago,il,us,light,120.0
2011-05-05 19:30:00,ovalo,tx,us,oval,20.0
2011-05-05 20:33:00,north las vegas,nv,us,light,60.0
2011-05-05 21:00:00,bennington,ks,us,light,120.0
2011-05-05 21:00:00,brick,nj,,fireball,900.0
2011-05-05 21:00:00,winter garden,fl,us,triangle,120.0
2011-05-05 21:15:00,whitby (canada),on,ca,formation,120.0
2011-05-05 21:50:00,hockley,tx,us,light,15.0
2011-05-05 22:00:00,nampa,id,us,triangle,300.0
2011-05-05 23:00:00,barnegat,nj,us,unknown,300.0
2011-05-05 23:00:00,east bethel,mn,us,circle,7200.0
2011-05-05 23:05:00,sioux falls,sd,us,chevron,120.0
2011-05-05 23:20:00,myrtle beach,sc,us,fireball,1800.0
2011-05-05 23:50:00,dom feliciano (brazil),,,light,60.0
2012-05-05 00:00:00,plainview,ny,us,fireball,120.0
2012-05-05 10:17:00,weybridge,vt,us,sphere,300.0
2012-05-05 19:00:00,perth (australia),,au,other,60.0
2012-05-05 19:00:00,waipukarau (new zealand,,,light,300.0
2012-05-05 19:30:00,eunice,la,us,oval,300.0
2012-05-05 19:45:00,berkeley,ca,us,oval,300.0
2012-05-05 20:00:00,kabwe (zambia),,,fireball,240.0
2012-05-05 20:20:00,tucson,az,us,fireball,300.0
2012-05-05 20:45:00,colorado springs,co,us,other,420.0
2012-05-05 20:50:00,gilbert,az,us,triangle,5.0
2012-05-05 21:00:00,natrona heights,pa,us,sphere,600.0
2012-05-05 21:00:00,torrance,ca,us,triangle,300.0
2012-05-05 21:30:00,hamburg,ny,us,light,30.0
2012-05-05 21:30:00,newport,me,us,circle,240.0
2012-05-05 21:45:00,surrey (canada),bc,ca,other,6.0
2012-05-05 22:00:00,boise,id,us,sphere,600.0
2012-05-05 22:00:00,brampton (canada),on,ca,changing,180.0
2012-05-05 22:00:00,hampton,ga,us,fireball,1800.0
2012-05-05 22:00:00,hampton,ga,us,fireball,1800.0
2012-05-05 22:00:00,orlando,fl,us,oval,600.0
2012-05-05 22:20:00,cumming,ga,us,flash,300.0
2012-05-05 23:00:00,cheektowaga,ny,us,circle,60.0
2012-05-05 23:00:00,granada hills,ca,us,oval,300.0
2012-05-05 23:00:00,hedgesville,wv,us,other,15.0
2012-05-05 23:00:00,marshall,nc,us,disk,600.0
2012-05-05 23:30:00,tucson,az,us,changing,1200.0
2012-05-05 23:30:00,venice beach,ca,,sphere,300.0
2012-05-05 23:35:00,marina del rey,ca,us,light,300.0
2012-05-05 00:00:00,gladstone,or,us,circle,180.0
2013-05-05 00:00:00,midlothian,il,us,oval,1800.0
2013-05-05 00:00:00,rio verde,az,us,circle,600.0
2013-05-05 00:30:00,la crosse,wi,us,light,300.0
2013-05-05 00:43:00,regina (canada),sk,ca,triangle,240.0
2013-05-05 01:35:00,sacramento,ca,us,,300.0
2013-05-05 12:00:00,pittsfield,ma,us,triangle,480.0
2013-05-05 16:00:00,danvers,ma,us,oval,30.0
2013-05-05 17:00:00,west miami,fl,us,unknown,10800.0
2013-05-05 19:20:00,lafayette,la,us,circle,600.0
2013-05-05 21:15:00,hollywood,fl,us,light,300.0
2013-05-05 21:30:00,wylie,tx,us,triangle,45.0
2013-05-05 22:00:00,auburn,wa,us,sphere,1200.0
2013-05-05 22:00:00,austin,tx,us,triangle,10.0
