datetime,city,state,country,shape,duration_seconds
1985-12-03 18:15:00,walden,ny,us,oval,300.0
1990-01-23 20:00:00,richmond,va,us,triangle,60.0
1995-01-23 06:15:00,seattle,wa,us,,30.0
1995-12-03 21:00:00,boring,or,us,,900.0
1995-12-03 22:00:00,nisqually delta,wa,,,15.0
1995-01-23 23:42:00,ladysmith,wi,us,,1200.0
1996-12-03 04:00:00,north bend,wa,us,,5.0
1996-01-23 20:15:00,minot,nd,us,,900.0
1997-01-23 18:30:00,north kingstown,ri,us,triangle,180.0
1998-12-03 18:00:00,san saba county,tx,us,formation,2400.0
1998-01-23 18:05:00,holstein/heartwell (in country between),ne,,triangle,420.0
1998-01-23 21:00:00,alberton,mt,us,circle,3600.0
1998-12-03 23:30:00,kirkland,wa,us,triangle,60.0
1998-12-03 23:30:00,kirkland,wa,us,triangle,60.0
1999-12-03 00:08:00,warm springs (approx. 15mi. east of 6),nv,us,sphere,2.0
1999-12-03 02:15:00,rochester,ny,us,,6300.0
1999-01-23 04:00:00,chicago (1 hours south ofoff i 57),il,us,disk,900.0
1999-01-23 07:00:00,ocala,fl,us,triangle,120.0
1999-12-03 16:00:00,saddle mountains,wa,,,1800.0
1999-12-03 16:50:00,santa clarita,ca,us,circle,0.5
1999-12-03 19:30:00,lodi,ca,us,fireball,145800.0
1999-01-23 20:00:00,sherburne,ny,us,oval,30.0
1999-01-23 21:00:00,richmond,va,us,chevron,10.0
1999-12-03 22:00:00,corralitos,ca,us,disk,5.0
2000-01-23 11:05:00,petaluma,ca,us,disk,180.0
2000-01-23 15:00:00,rio rancho,nm,us,sphere,10800.0
2000-12-03 17:30:00,phoenix,az,us,disk,2700.0
2000-01-23 18:30:00,covina,ca,us,oval,180.0
2000-01-23 18:50:00,fontana,ca,us,disk,300.0
2000-12-03 19:10:00,fort wayne,in,us,other,5.0
2000-12-03 22:00:00,dallas,tx,us,light,2.0
2000-12-03 22:05:00,concord,ca,us,circle,1500.0
2000-12-03 23:20:00,maple valley,wa,us,formation,300.0
2000-12-03 23:30:00,new forest (uk/england),,gb,cigar,60.0
2000-12-03 23:30:00,st. louis,mo,us,cylinder,5.0
2001-01-23 01:30:00,huntington,ny,us,diamond,2700.0
2001-12-03 08:00:00,tempe,az,us,light,2400.0
2001-01-23 15:15:00,tallahassee,fl,us,light,1200.0
2001-01-23 15:30:00,ansbach (germany),,de,other,240.0
2001-12-03 17:30:00,brock,tx,us,fireball,300.0
2001-01-23 17:40:00,rahway,nj,us,light,15.0
2001-01-23 18:15:00,belleville,wi,us,sphere,30.0
2001-12-03 18:20:00,mount dora,fl,us,disk,120.0
2001-12-03 19:00:00,san mateo,ca,us,sphere,300.0
2001-12-03 19:30:00,cocoa,fl,us,sphere,1200.0
2001-01-23 19:30:00,kings county (canada),ns,,flash,3300.0
2001-01-23 19:50:00,martinez,ca,us,light,600.0
2001-12-03 20:00:00,columbia,sc,us,fireball,3.0
2001-01-23 20:00:00,salisbury,nc,us,disk,60.0
2001-01-23 20:00:00,salisbury,nc,us,disk,60.0
2001-12-03 22:50:00,lebanon,il,us,light,900.0
2001-12-03 23:00:00,zanesville,oh,us,triangle,360.0
2002-12-03 06:45:00,port stewart (uk/ireland),,,flash,2.0
2002-01-23 06:56:00,whitman,ma,us,other,30.0
2002-12-03 08:00:00,maassluis (netherlands),,,other,30.0
2002-01-23 14:00:00,swan hills (canada),ab,,circle,600.0
2002-01-23 14:10:00,wolverhampton (uk/england),,gb,other,900.0
2002-12-03 17:05:00,livermore,ca,us,light,300.0
2002-01-23 18:10:00,arlington,tx,us,light,240.0
2002-12-03 18:22:00,jersey city,nj,us,sphere,5.0
2002-12-03 18:40:00,farmingdale,ny,us,triangle,10.0
2002-01-23 19:10:00,banning,ca,us,chevron,600.0
2002-12-03 20:30:00,phoenix,az,us,triangle,5.0
2002-01-23 21:50:00,melbourne (vic&#44 australia),,au,light,2700.0
2002-12-03 23:30:00,llandrindod wells (uk/wales),,gb,fireball,45.0
2002-12-03 23:30:00,san carlos apache reservation,az,,unknown,5.0
2003-12-03 01:00:00,sandy hook,ky,us,oval,2.0
2003-01-23 02:54:00,prescott,wi,us,unknown,120.0
2003-01-23 06:20:00,alma center,wi,us,chevron,120.0
2003-12-03 06:55:00,taylorsville,nc,us,unknown,54000.0
2003-01-23 10:53:00,burbank,ca,us,light,240.0
2003-12-03 12:30:00,greenwood village,co,us,circle,10.0
2003-12-03 15:43:00,west bridgewater,ma,us,unknown,45.0
2003-12-03 16:45:00,vernon (canada),bc,ca,light,1200.0
2003-12-03 17:30:00,timmonsville,sc,us,other,240.0
2003-12-03 18:45:00,southlake,tx,us,oval,600.0
2003-01-23 18:45:00,st.regis (canada),pq,,sphere,3.0
2003-12-03 19:00:00,rail road flat,ca,us,unknown,2700.0
2003-12-03 19:00:00,whitmore lake,mi,us,unknown,2700.0
2003-12-03 19:43:00,miami,fl,us,flash,3.0
2003-01-23 20:00:00,gilbert,az,us,light,660.0
2003-12-03 20:00:00,hagerstown (south of&#44 on i-81),md,us,triangle,60.0
2003-12-03 21:20:00,natalia,tx,us,sphere,5400.0
2003-12-03 22:35:00,myrtle beach,sc,us,light,30.0
2003-01-23 23:15:00,napa,ca,us,changing,3.0
2004-01-23 00:10:00,alger,wa,us,egg,3.0
2004-12-03 01:00:00,norquay (canada),sk,,sphere,1200.0
2004-12-03 02:37:00,york,pa,us,other,900.0
2004-01-23 04:45:00,reamstown,pa,us,formation,45.0
2004-12-03 05:30:00,reed spring,mo,,light,7200.0
2004-01-23 07:00:00,rockwall,tx,us,other,120.0
2004-01-23 10:00:00,midwest u. s. (in-flight),,,cigar,300.0
2004-01-23 11:30:00,white plains,ny,us,triangle,15.0
2004-12-03 15:00:00,lexington,ky,us,sphere,120.0
2004-12-03 17:50:00,lakewood,oh,us,cigar,3.0
2004-12-03 18:00:00,grapevine,tx,us,fireball,2.0
2004-12-03 18:00:00,sunol/pleasanton,ca,,triangle,30.0
2004-01-23 19:00:00,springfield,sc,us,oval,300.0
2004-12-03 19:45:00,los angeles,ca,us,triangle,60.0
2004-01-23 19:45:00,santa rosa,ca,us,light,300.0
2004-12-03 20:00:00,norwalk,ca,us,cigar,30.0
2004-12-03 20:30:00,hershey,ne,us,rectangle,300.0
2004-12-03 20:30:00,winnemucca,nv,us,triangle,10.0
2004-12-03 21:00:00,jamestown,ny,us,formation,3600.0
2004-01-23 21:30:00,dallas/fort worth,tx,,light,600.0
2004-12-03 22:00:00,sacramento,ca,us,disk,10.0
2005-12-03 03:00:00,fort bayard,nm,us,light,3.0
2005-12-03 05:45:00,lawrenceville,ga,us,light,300.0
2005-01-23 12:00:00,chicago,il,us,other,2700.0
2005-12-03 12:30:00,harrison township,mi,,disk,60.0
2005-12-03 17:45:00,keansburg,nj,us,light,3600.0
2005-12-03 18:00:00,ithaca,ny,us,light,5400.0
2005-12-03 18:35:00,robert moses beach,ny,,circle,600.0
2005-12-03 18:45:00,san francisco,ca,us,triangle,20.0
2005-12-03 19:00:00,north port,fl,us,circle,14400.0
2005-12-03 19:15:00,norwalk,ca,us,light,300.0
2005-12-03 19:25:00,folsom,ca,us,formation,5.0
2005-12-03 20:40:00,williamsburg,va,us,light,10800.0
2006-01-23 02:00:00,camp taqaddum (iraq),,,light,2700.0
2006-01-23 03:00:00,westbranch,mi,,light,120.0
2006-12-03 04:15:00,shillington,pa,us,circle,120.0
2006-12-03 05:00:00,havre de grace,md,us,fireball,210.0
2006-12-03 05:15:00,highland heights,ky,us,other,3000.0
2006-12-03 08:02:00,k&auml;rdla (estonia),,,fireball,300.0
2006-12-03 15:10:00,smithland,ky,us,cylinder,180.0
2006-12-03 17:00:00,lancaster,ky,us,cigar,60.0
2006-01-23 17:50:00,callaway,va,us,light,15.0
2006-12-03 18:30:00,south st. paul,mn,,light,9000.0
2006-12-03 19:00:00,grand canyon,az,us,light,30.0
2006-12-03 20:00:00,yuba city,ca,us,unknown,600.0
2006-12-03 20:13:00,aylesbury (uk/england),,gb,oval,180.0
2006-12-03 20:30:00,los angeles,ca,us,circle,3.0
2006-12-03 21:00:00,new delhi (india),,,fireball,30.0
2006-01-23 21:50:00,wyckoff,nj,us,,90.0
2006-12-03 22:00:00,eldorado,ar,,other,90.0
2006-12-03 22:15:00,mount shasta,ca,us,oval,14400.0
2006-01-23 22:35:00,midland,tx,us,light,300.0
2007-01-23 01:15:00,ada,mn,us,teardrop,2520.0
2007-12-03 06:50:00,manito,il,us,formation,300.0
2007-01-23 12:00:00,baltimore,md,us,triangle,60.0
2007-12-03 14:00:00,tahlequah,ok,us,circle,180.0
2007-12-03 15:35:00,albuquerque,nm,us,unknown,10.0
2007-01-23 16:30:00,new york city (staten island),ny,us,circle,1010.0
2007-12-03 17:03:00,owensboro,ky,us,light,15.0
2007-12-03 17:30:00,el valle,nm,us,sphere,240.0
2007-01-23 17:30:00,ridgefield,wa,us,light,600.0
2007-12-03 17:35:00,albuquerque,nm,us,circle,600.0
2007-12-03 17:35:00,albuquerque,nm,us,unknown,15.0
2007-01-23 18:00:00,callahan,fl,us,light,60.0
2007-12-03 18:45:00,beaver dam,az,,light,180.0
2007-01-23 19:40:00,franklin,va,us,triangle,300.0
2007-12-03 20:50:00,oceanside,ca,us,circle,1200.0
2007-01-23 20:55:00,seattle,wa,us,light,4.0
2007-01-23 21:00:00,carroll valley,pa,us,fireball,900.0
2007-01-23 21:00:00,hoover,al,us,triangle,120.0
2007-01-23 22:30:00,dover,de,us,triangle,300.0
2007-12-03 22:30:00,kihei,hi,us,light,10.0
2008-12-03 00:00:00,durham,nc,us,diamond,900.0
2008-12-03 00:29:00,san antonio,tx,us,oval,2.0
2008-12-03 01:00:00,durham,nc,us,diamond,2.0
2008-01-23 02:00:00,seattle,wa,us,teardrop,180.0
2008-01-23 02:30:00,milpitas,ca,us,circle,1200.0
2008-01-23 04:00:00,newton,ma,us,disk,60.0
2008-01-23 06:30:00,mokena,il,us,triangle,180.0
2008-01-23 07:15:00,ft. pierce,fl,us,light,2.0
2008-12-03 08:31:00,tucson,az,us,sphere,30.0
2008-12-03 14:03:00,lake tapps,wa,,triangle,60.0
2008-01-23 14:40:00,st. george,ut,us,other,1200.0
2008-12-03 15:00:00,omaha,ne,us,,120.0
2008-12-03 16:30:00,lisbon,ct,,circle,5.0
2008-12-03 17:05:00,yalta (crimea) (ukraine),,,disk,2700.0
2008-12-03 17:55:00,federal way,wa,us,unknown,25.0
2008-01-23 17:59:00,plumsteadville,pa,us,diamond,300.0
2008-12-03 19:00:00,neville island,pa,,light,3600.0
2008-01-23 19:10:00,smithtown,ny,us,disk,900.0
2008-12-03 19:15:00,lebanon,or,us,circle,120.0
2008-01-23 19:17:00,mims,fl,us,other,120.0
2008-01-23 19:17:00,mims,fl,us,other,180.0
2008-01-23 19:30:00,windsor,va,us,light,10.0
2008-12-03 21:30:00,rehoboth beach,de,us,other,10.0
2008-01-23 22:30:00,austin,tx,us,disk,120.0
2008-01-23 23:05:00,borden carleton (canada),pe,,diamond,600.0
2008-12-03 23:30:00,coolidge,az,us,,3.0
2008-12-03 23:30:00,treherne (canada),mb,ca,light,300.0
2009-01-23 00:55:00,deltona,fl,us,sphere,10.0
2009-01-23 01:30:00,sterling heights,mi,us,light,35.0
2009-12-03 03:00:00,manchester (uk/england),,gb,triangle,240.0
2009-01-23 04:30:00,enola,pa,us,triangle,60.0
2009-01-23 05:20:00,sharon,ct,us,triangle,420.0
2009-12-03 06:30:00,st. george,ut,us,light,10.0
2009-01-23 07:15:00,bloomington/minneapolis,mn,,triangle,1200.0
2009-01-23 08:55:00,lafayette,la,us,formation,600.0
2009-01-23 09:00:00,springfield,ma,us,light,2.0
2009-01-23 11:38:00,hightstown,nj,us,triangle,60.0
2009-12-03 13:22:00,north port,fl,us,unknown,5.0
2009-12-03 17:30:00,puyallup,wa,us,sphere,60.0
2009-01-23 18:00:00,plumsteadville,pa,us,diamond,360.0
2009-01-23 19:00:00,des moines,ia,us,oval,360.0
2009-01-23 19:00:00,slidell,la,us,sphere,7200.0
2009-01-23 19:45:00,eastsound,wa,us,light,7200.0
2009-01-23 20:00:00,copperas cove,tx,us,changing,1200.0
2009-12-03 20:35:00,bartlett,il,us,light,600.0
2009-01-23 20:45:00,kaufman county,tx,us,light,1800.0
2009-01-23 21:00:00,lakeville,ma,us,circle,10.0
2009-01-23 21:00:00,san antonio,tx,us,light,3600.0
2009-01-23 21:00:00,surrey (canada),bc,ca,light,1800.0
2009-12-03 21:00:00,vero beach,fl,us,light,30.0
2009-01-23 21:45:00,louisa,ky,us,triangle,120.0
2009-01-23 22:00:00,boston,ma,us,cigar,1800.0
2009-01-23 22:35:00,fresno,ca,us,triangle,180.0
2009-01-23 23:30:00,kenner,la,us,light,1200.0
2010-01-23 00:00:00,cruz bay (u. s. virgin islands),,,light,300.0
2010-01-23 00:00:00,titusville,fl,us,triangle,3.0
2010-01-23 01:30:00,reno,nv,us,cigar,300.0
2010-12-03 04:10:00,stevenson ranch,ca,,light,2700.0
2010-01-23 05:38:00,carson city,nv,us,light,6.0
2010-12-03 07:00:00,wellton,az,us,sphere,15.0
2010-12-03 11:45:00,richardson,tx,us,oval,1200.0
2010-01-23 15:20:00,pacific grove,ca,us,light,480.0
2010-12-03 17:00:00,st. louis,mo,us,other,480.0
2010-12-03 17:20:00,ocala,fl,us,teardrop,600.0
2010-01-23 18:00:00,lake tapps,wa,,circle,3.0
2010-01-23 18:33:00,llandudnol (uk/wales),,,sphere,1.0
2010-01-23 19:45:00,streetly (uk/england),,gb,light,10.0
2010-12-03 21:00:00,escondido,ca,us,light,300.0
2010-12-03 21:00:00,grahm/spanaway,wa,,circle,2700.0
2010-12-03 21:30:00,thousand oaks,ca,us,fireball,120.0
2010-01-23 22:45:00,abingdon (uk/england),,gb,light,300.0
2010-12-03 23:00:00,miami/fort lauderdale,fl,,light,259200.0
2011-12-03 02:30:00,mojave,ca,us,disk,120.0
2011-01-23 03:11:00,sedona,az,us,cone,600.0
2011-12-03 04:25:00,st. louis (afton),mo,us,circle,180.0
2011-01-23 04:30:00,tehachapi,ca,us,light,1800.0
2011-12-03 17:00:00,temple hills,md,us,unknown,3600.0
2011-12-03 17:45:00,hays,nc,us,light,60.0
2011-12-03 18:30:00,springboro,oh,us,triangle,240.0
2011-12-03 18:46:00,locust grove,ga,us,rectangle,3.0
2011-12-03 18:54:00,loganville,ga,us,light,4.0
2011-12-03 18:58:00,middletown,oh,us,formation,300.0
2011-12-03 18:59:00,springboro,oh,us,fireball,60.0
2011-12-03 19:00:00,dayton,oh,us,light,300.0
2011-12-03 19:15:00,weaverville,nc,us,circle,600.0
2011-12-03 19:30:00,vienna,oh,us,light,5.0
2011-12-03 21:35:00,jacksonville beach,fl,us,triangle,15.0
2011-12-03 22:13:00,new albany,in,us,triangle,120.0
2011-12-03 22:15:00,sherwood,or,us,light,360.0
2011-12-03 23:35:00,pointplace,oh,,fireball,35.0
2012-01-23 00:00:00,shanghi (china),,,circle,240.0
2012-12-03 02:30:00,miami,fl,us,light,180.0
2012-01-23 03:00:00,west virginia,va,,other,420.0
2012-12-03 03:00:00,thousand oaks,ca,us,flash,1800.0
2012-12-03 05:25:00,birmingham,al,us,sphere,180.0
2012-01-23 07:50:00,bath,ny,us,light,900.0
2012-12-03 14:20:00,cypress,tx,us,other,15.0
2012-12-03 16:40:00,pensacola,fl,us,light,60.0
2012-12-03 17:00:00,binghamton,ny,us,light,600.0
2012-12-03 17:00:00,little rock,ar,us,cigar,15.0
2012-12-03 17:01:00,wrentham,ma,us,teardrop,180.0
2012-12-03 17:30:00,fredericksburg,va,us,changing,300.0
2012-01-23 19:15:00,hilo,hi,us,oval,120.0
2012-12-03 19:15:00,kearns,ut,us,light,600.0
2012-01-23 19:30:00,anchorage,ak,us,sphere,120.0
2012-01-23 19:30:00,dallas,tx,us,fireball,60.0
2012-12-03 20:00:00,goshen,ny,us,fireball,20.0
2012-01-23 20:10:00,bradford (west yorkshire) (uk/england),,gb,circle,60.0
2012-01-23 20:10:00,bradford (west yorkshire) (uk/england),,gb,circle,60.0
2012-12-03 21:45:00,scituate,ma,us,light,2700.0
2013-01-23 00:36:00,londonderry,nh,us,rectangle,50.0
2013-12-03 01:45:00,port huron,mi,us,sphere,7200.0
2013-12-03 04:42:00,kaysville,ut,us,sphere,180.0
2013-01-23 07:10:00,louisville,oh,us,circle,2.0
2013-01-23 07:15:00,kennewick,wa,us,oval,30.0
2013-12-03 10:00:00,dripping springs,tx,us,cigar,480.0
2013-12-03 17:00:00,gainesville,fl,us,light,120.0
2013-12-03 17:00:00,kissimme,fl,,circle,600.0
2013-12-03 17:15:00,richmond,va,us,light,2.0
2013-12-03 17:30:00,lehigh acres,fl,us,fireball,900.0
2013-12-03 17:30:00,lehigh,fl,,fireball,900.0
2013-12-03 17:35:00,glen st. mary,fl,,fireball,300.0
2013-12-03 17:40:00,lakeland,fl,us,light,420.0
2013-12-03 17:40:00,lake worth,fl,us,fireball,180.0
2013-12-03 17:40:00,lake worth,fl,us,fireball,60.0
2013-12-03 17:40:00,pompano beach,fl,us,changing,360.0
2013-12-03 17:44:00,lake worth,fl,us,formation,300.0
2013-12-03 17:50:00,trinity,fl,us,fireball,60.0
2013-01-23 18:00:00,bedford,ma,us,light,5.0
2013-01-23 18:00:00,nashua,nh,us,fireball,3.0
2013-12-03 18:00:00,royal palm beach,fl,us,teardrop,180.0
2013-01-23 18:05:00,laval (canada),qc,ca,oval,5.0
2013-12-03 18:15:00,burtonsville,md,us,light,1800.0
2013-12-03 18:42:00,sebastian,fl,us,fireball,180.0
2013-01-23 18:45:00,la marque,tx,us,cigar,30.0
2013-12-03 18:45:00,lehigh acres,fl,us,fireball,60.0
2013-12-03 19:00:00,arlington,tx,us,sphere,2700.0
2013-12-03 19:15:00,captiva,fl,us,fireball,20.0
2013-12-03 19:45:00,clermont,fl,us,circle,120.0
2013-12-03 20:00:00,tucson,az,us,light,5.0
2013-12-03 21:45:00,talent,or,us,unknown,60.0
2013-12-03 22:00:00,medford,or,us,circle,1800.0
2014-01-23 00:05:00,tabernacle,nj,us,unknown,240.0
2014-01-23 02:00:00,huntsville,al,us,triangle,120.0
2014-01-23 07:40:00,walnut creek/concord,ca,,unknown,60.0
2014-01-23 08:30:00,dehradun (india),,,diamond,5.0
2014-01-23 12:00:00,raleigh,nc,us,disk,3.0
2014-01-23 13:00:00,hudson,nh,us,circle,1200.0
2014-01-23 15:15:00,greenfield,pa,us,light,180.0
2014-01-23 17:30:00,arbuckle,ca,us,sphere,1200.0
2014-01-23 17:35:00,farmington,ut,us,oval,240.0
2014-01-23 19:00:00,ellisville,ms,us,triangle,120.0
2014-01-23 19:00:00,saginaw,mi,us,triangle,120.0
2014-01-23 19:30:00,maricopa,az,us,unknown,1200.0
2014-01-23 20:14:00,rutland,ma,us,oval,240.0
2014-01-23 20:15:00,lacrosse,fl,,oval,600.0
2014-01-23 20:30:00,phoenix,az,us,circle,1500.0
2014-01-23 20:50:00,salome,az,us,light,120.0
2014-01-23 21:35:00,oviedo,fl,us,fireball,180.0
2014-01-23 21:45:00,vero beach,fl,us,fireball,60.0
2014-01-23 22:00:00,clackamas,or,us,light,300.0
2014-01-23 22:00:00,conyers,ga,us,sphere,5.0
2014-01-23 22:00:00,miami,fl,us,fireball,60.0
2014-01-23 22:34:00,ste-brigitte de laval (canada),qc,,sphere,3600.0
2014-01-23 23:00:00,fort washakie,wy,us,light,3600.0
2014-01-23 23:40:00,noblesville,in,us,triangle,300.0
1970-01-24 20:15:00,denver/golden (between),co,,cigar,1200.0
1974-01-24 22:00:00,pawtucket,ri,us,disk,3600.0
1974-01-24 00:00:00,pawtucket,ri,us,disk,3600.0
1976-12-04 14:00:00,hull (uk/england),,gb,egg,1200.0
1979-12-04 20:00:00,burnley (uk/england),,gb,teardrop,120.0
1984-01-24 00:00:00,kirkland,il,us,circle,1200.0
1984-12-04 20:00:00,emporium,pa,us,circle,3600.0
1989-12-04 01:55:00,bushnell,fl,us,triangle,300.0
1994-12-04 11:00:00,tampico&#44 tamaulipas (mexico),,,formation,900.0
1994-01-24 22:00:00,los angeles,ca,us,disk,300.0
1995-12-04 02:00:00,deming,nm,us,changing,3600.0
1995-12-04 02:14:00,seattle,wa,us,light,2.0
1995-01-24 04:42:00,lebanon,tn,us,,6480.0
1995-01-24 21:00:00,midland,tx,us,,20.0
1995-01-24 21:15:00,san angelo,tx,us,,9.0
1995-12-04 22:16:00,geneva,ny,us,,1500.0
1996-12-04 02:00:00,peshawar (pakistan),,,fireball,120.0
1997-01-24 19:00:00,alta,ut,us,other,10800.0
1998-01-24 05:45:00,kaneohe,hi,us,triangle,18000.0
1998-01-24 09:30:00,san bernardino,ca,us,sphere,1800.0
1998-01-24 15:20:00,leander,tx,us,cylinder,1200.0
1998-01-24 15:30:00,tucson,az,us,light,360.0
1998-01-24 18:25:00,orange park (outside jacksonville),fl,us,unknown,60.0
1998-01-24 21:28:00,cape coral,fl,us,diamond,2400.0
1998-12-04 22:25:00,stanford,ca,us,light,15.0
1999-12-04 02:00:00,deming,nm,us,changing,3600.0
1999-12-04 04:45:00,glasgow (uk/scotland),,gb,light,120.0
1999-12-04 11:00:00,new york city (bronx),ny,us,light,120.0
1999-12-04 15:30:00,shanghai (china),,,cylinder,7200.0
1999-01-24 20:00:00,portland,or,us,oval,120.0
2000-01-24 01:10:00,hull (the quadrant estate) (uk/england),,gb,changing,1200.0
2000-12-04 07:30:00,schnecksville,pa,us,teardrop,15.0
2000-01-24 13:00:00,mammoth lakes,ca,us,disk,60.0
2000-12-04 14:30:00,auburn,wa,us,unknown,3.0
2000-12-04 19:00:00,beaverton,or,us,triangle,20.0
2000-12-04 19:00:00,pomona,mo,us,flash,1200.0
2000-12-04 21:40:00,north tonawanda,ny,us,other,900.0
2001-12-04 19:00:00,santa ana/garden grove,ca,,oval,60.0
2001-12-04 20:40:00,new york city (staten island),ny,us,light,2.0
2001-12-04 21:00:00,anaheim,ca,us,formation,20.0
2001-12-04 22:34:00,colombo (sri lanka),,,diamond,60.0
2001-01-24 00:00:00,north pole,ak,us,disk,10.0
2002-12-04 01:00:00,monterrey (mexico) (outside city&#44 on large highway),,,,600.0
2002-01-24 03:56:00,binghamton,ny,us,light,240.0
2002-12-04 06:30:00,galesburg area,il,,other,180.0
2002-01-24 14:00:00,del mar,ca,us,disk,180.0
2002-12-04 16:00:00,gainesville,fl,us,egg,40.0
2002-01-24 17:00:00,whitetail,mt,us,flash,3.0
2002-12-04 18:00:00,west molesey (uk/england),,gb,light,180.0
2002-01-24 18:30:00,flagstaff,az,us,triangle,600.0
2002-01-24 19:45:00,san francisco,ca,us,formation,2.0
2002-01-24 20:30:00,claymont,de,us,circle,300.0
2002-01-24 20:30:00,jacksonville,il,us,diamond,20.0
2002-01-24 21:30:00,malvern,ar,us,triangle,2100.0
2002-12-04 22:00:00,glen rock,pa,us,other,600.0
2002-01-24 22:20:00,lebanon,ky,us,triangle,600.0
2003-01-24 01:30:00,modesto (west of),ca,us,other,1200.0
2003-12-04 03:00:00,sydney (nsw&#44 australia),,au,unknown,60.0
2003-01-24 03:20:00,stoke-on-trent (uk/england),,gb,disk,180.0
2003-12-04 05:00:00,whitehouse station,nj,us,circle,2.0
2003-01-24 08:30:00,anchorage,ak,us,circle,1800.0
2003-01-24 10:00:00,prescot,az,,circle,1200.0
2003-12-04 11:00:00,caledonia (canada),on,ca,light,10.0
2003-12-04 16:30:00,deming,nm,us,other,2700.0
2003-01-24 18:00:00,windham,nh,us,unknown,30.0
2003-01-24 18:13:00,kingston (canada),on,ca,triangle,120.0
2003-01-24 18:15:00,fort smith,ar,us,circle,60.0
2003-01-24 18:35:00,dover (uk/england),,gb,diamond,30.0
2003-01-24 18:51:00,natchitoches,la,us,light,300.0
2003-12-04 21:00:00,dartmouth (canada),ns,ca,unknown,60.0
2003-01-24 21:00:00,winnipeg (canada),mb,ca,unknown,1800.0
2003-12-04 21:15:00,scottsdale,az,us,cigar,7200.0
2003-12-04 22:00:00,crawford,tx,us,other,600.0
2003-01-24 23:35:00,san rafael,ca,us,triangle,120.0
2004-12-04 00:45:00,pittsburgh,pa,us,light,60.0
2004-12-04 11:40:00,santa monica,ca,us,light,900.0
2004-01-24 14:00:00,london (uk/england),,gb,triangle,120.0
2004-01-24 15:30:00,greensboro,nc,us,disk,180.0
2004-01-24 19:40:00,san diego,ca,us,cigar,300.0
2004-12-04 20:30:00,burlington (south of),in,us,triangle,1200.0
2004-12-04 21:00:00,rockford,il,us,diamond,120.0
2004-12-04 21:00:00,tipton,mo,us,light,1800.0
2004-01-24 21:00:00,victorville,ca,us,unknown,10.0
2004-12-04 21:08:00,hialeah,fl,us,oval,2.0
2004-12-04 22:13:00,elmhurst,il,us,light,900.0
2004-01-24 22:30:00,columbus,oh,us,oval,20.0
2004-12-04 23:00:00,geelong (australia),,au,light,300.0
2004-12-04 23:00:00,kansas city,mo,us,other,180.0
2004-12-04 23:30:00,sutherland,ia,us,light,1800.0
2004-12-04 00:00:00,leicester (uk/england),,gb,light,25.0
2004-12-04 00:00:00,papillion,ne,us,other,3.0
2005-12-04 01:30:00,murtoa (australia),,au,light,1.0
2005-12-04 02:46:00,mesa,az,us,light,3.0
2005-01-24 07:00:00,newtown,ct,us,circle,10.0
2005-01-24 08:56:00,maryville,tn,us,other,40.0
2005-12-04 11:45:00,west los angeles,ca,us,light,3600.0
2005-01-24 15:42:00,maui,hi,,fireball,1.0
2005-01-24 17:45:00,arden,nc,us,light,45.0
2005-01-24 20:10:00,lake wales (east of ),fl,us,disk,600.0
2005-01-24 20:10:00,lake wales (east of),fl,us,formation,480.0
2005-12-04 21:00:00,fairless hills,pa,us,chevron,45.0
2005-01-24 22:45:00,wimberley,tx,us,light,2.0
2005-01-24 22:50:00,san antonio,tx,us,light,2.0
2006-01-24 01:00:00,stanwood,wa,us,light,5400.0
2006-01-24 02:00:00,perth (australia),,au,,1200.0
2006-01-24 02:30:00,willow creek,ca,us,light,120.0
2006-12-04 03:00:00,los angeles,ca,us,rectangle,900.0
2006-12-04 04:00:00,clarksville,tn,us,oval,120.0
2006-12-04 07:00:00,apache junction,az,us,disk,900.0
2006-12-04 12:25:00,hicksville,ny,us,other,15.0
2006-01-24 15:30:00,sunrise beach village,tx,us,unknown,120.0
2006-01-24 17:30:00,charlotte,nc,us,light,60.0
2006-01-24 18:30:00,bunker,mo,us,triangle,30.0
2006-12-04 19:00:00,trinity,tx,us,circle,30.0
2006-01-24 20:00:00,washington,pa,us,disk,900.0
2006-01-24 22:01:00,new york city (staten island),ny,us,diamond,3600.0
2006-01-24 23:15:00,oroville,ca,us,teardrop,45.0
2007-12-04 01:00:00,burbank,ca,us,light,5.0
2007-12-04 01:45:00,las vegas,nv,us,unknown,2.0
2007-12-04 02:30:00,north las vegas,nv,us,fireball,4.0
2007-12-04 05:00:00,san antonio,tx,us,unknown,3600.0
2007-01-24 08:00:00,mauldin,sc,us,fireball,5.0
2007-12-04 08:05:00,tyler,tx,us,unknown,600.0
2007-01-24 11:46:00,tacoma,wa,us,triangle,120.0
2007-01-24 12:10:00,bunn,nc,us,cigar,300.0
2007-01-24 12:25:00,ottawa (canada),on,ca,cylinder,240.0
2007-01-24 16:48:00,spokane,wa,us,triangle,60.0
2007-01-24 16:48:00,spokane,wa,us,triangle,60.0
2007-12-04 17:00:00,current,nv,,unknown,2700.0
2007-01-24 17:00:00,fort worth,tx,us,triangle,1800.0
2007-12-04 17:00:00,medellin (colombia),,,disk,540.0
2007-12-04 17:20:00,window rock,az,us,oval,5.0
2007-01-24 18:00:00,exeter,nh,us,changing,900.0
2007-01-24 19:00:00,asheville,nc,us,unknown,14400.0
